id	logFC	AveExpr	t	P.Value	adj.P.Val	B
C1orf21	-1.398602672	5.197414005	-9.735148585	6.93E-21	4.86E-20	36.34280533
RHPN1	1.643343559	4.664083681	9.731334542	7.16E-21	5.02E-20	36.31080769
LARGE2	1.93117021	4.445024472	9.729927084	7.25E-21	5.07E-20	36.29900222
CDKN2B	-1.664128327	4.406070752	-9.720339467	7.86E-21	5.50E-20	36.21861619
EPB41L3	-1.42987115	4.633173596	-9.719297864	7.93E-21	5.54E-20	36.20988648
FBXL7	-1.22320715	3.028372697	-9.716493355	8.12E-21	5.67E-20	36.18638517
DKK3	-1.362664557	6.100114798	-9.71318609	8.35E-21	5.83E-20	36.15867718
SGCE	-1.389354014	4.543446885	-9.712826423	8.38E-21	5.84E-20	36.15566433
SYP	-1.757506591	1.369104909	-9.707028241	8.80E-21	6.13E-20	36.10710548
NR4A1	-2.097181503	6.295127168	-9.699729439	9.36E-21	6.52E-20	36.04600913
FCGR3A	-1.611273568	6.462423759	-9.695830699	9.67E-21	6.73E-20	36.01338749
NHLRC4	-1.647625281	0.525162828	-9.695327557	9.71E-21	6.76E-20	36.00917828
KLRF1	-1.765647751	-0.281281139	-9.693662837	9.85E-21	6.85E-20	35.99525262
CPA3	-2.317576481	4.072023338	-9.692858547	9.92E-21	6.90E-20	35.98852522
GRAMD2A	-1.805018523	4.062195101	-9.692704995	9.93E-21	6.90E-20	35.9872409
C7	-2.703180207	5.648402635	-9.687498758	1.04E-20	7.21E-20	35.94370422
CPT1B	1.722944729	0.919526624	9.68637241	1.05E-20	7.27E-20	35.93428747
GJA1	-1.625840122	6.476358249	-9.671408565	1.19E-20	8.23E-20	35.80925903
IL1A	-2.312675064	-0.144973882	-9.664876235	1.26E-20	8.70E-20	35.75472314
SIRPB2	-1.432400018	2.449755917	-9.664207707	1.26E-20	8.74E-20	35.74914337
TCP11L2	-1.09051791	3.243220537	-9.655887212	1.36E-20	9.37E-20	35.67972116
COL6A5	-2.319297734	1.720905111	-9.654124284	1.38E-20	9.50E-20	35.66501774
THY1	1.525321475	5.998823864	9.650106667	1.42E-20	9.82E-20	35.63151674
DRP2	1.946498809	-0.719516396	9.640831809	1.54E-20	1.06E-19	35.55421695
AXL	-1.246078932	5.728879055	-9.64023965	1.55E-20	1.07E-19	35.54928354
DDR2	-1.365951906	4.78153434	-9.631631594	1.66E-20	1.14E-19	35.47759285
OLFML2A	-1.39135082	4.45534672	-9.628963759	1.70E-20	1.17E-19	35.45538374
SPDEF	2.516667767	4.246159486	9.62665624	1.73E-20	1.19E-19	35.4361778
FOXD2	1.110968966	1.080806349	9.62557634	1.75E-20	1.20E-19	35.42719074
ESRP1	1.019768137	6.719155346	9.625574792	1.75E-20	1.20E-19	35.42717785
NRROS	-1.215388612	3.021910478	-9.622993143	1.79E-20	1.23E-19	35.40569603
ATAD3A	1.06167954	4.518673348	9.615715001	1.90E-20	1.30E-19	35.34515749
MAL	-1.904860351	1.987752653	-9.613793842	1.93E-20	1.32E-19	35.32918315
YBX2	3.01818773	0.718437762	9.61329504	1.94E-20	1.33E-19	35.32503602
ETV1	-1.615771368	5.079478457	-9.607520767	2.04E-20	1.40E-19	35.27703909
AKT3	-1.296679076	4.453632239	-9.604184022	2.10E-20	1.43E-19	35.24931301
LIPA	-1.163196156	7.183241771	-9.603761816	2.10E-20	1.44E-19	35.24580527
PROC	2.402202705	0.564789608	9.600785388	2.16E-20	1.47E-19	35.22107992
KRT16	3.552497771	0.908431586	9.599373737	2.18E-20	1.49E-19	35.20935522
GALNT16	-1.976916052	0.81361062	-9.593321569	2.30E-20	1.57E-19	35.15910222
TRIM45	1.14990609	2.353943681	9.593185636	2.30E-20	1.57E-19	35.1579738
ZC3H12B	-1.253723533	0.587085833	-9.588487652	2.39E-20	1.63E-19	35.11898141
CBFA2T3	-1.477731825	2.449348723	-9.580894225	2.55E-20	1.74E-19	35.05598696
C16orf86	-1.148125684	0.583691062	-9.567798465	2.84E-20	1.94E-19	34.94743152
ATP6V1C2	1.953848197	2.258716715	9.567007996	2.86E-20	1.95E-19	34.94088252
CWH43	-2.589059282	-1.87171153	-9.564345173	2.93E-20	1.99E-19	34.91882408
LRRC71	-2.570694337	-0.917588785	-9.564147156	2.93E-20	1.99E-19	34.91718392
CBARP	1.737202262	0.376379262	9.545087381	3.44E-20	2.33E-19	34.75942946
CD44	-1.245838531	8.315298208	-9.542594627	3.51E-20	2.38E-19	34.73881446
GRIN1	2.104431438	0.29472451	9.540487324	3.57E-20	2.42E-19	34.7213902
NQO1	2.251656993	7.097154512	9.536753503	3.69E-20	2.50E-19	34.69052401
NRGN	-2.215674706	4.062959879	-9.532031256	3.84E-20	2.60E-19	34.65149956
SSR4	1.19523949	8.001317064	9.530096726	3.90E-20	2.64E-19	34.63551678
PLEKHH2	-1.581507239	4.159756854	-9.525136875	4.06E-20	2.75E-19	34.59455019
CD300E	-1.726855086	1.674231389	-9.518620638	4.29E-20	2.90E-19	34.54075225
GFRA1	-2.463567012	1.521921745	-9.513231821	4.49E-20	3.03E-19	34.49628272
C11orf21	-1.628155862	0.78820165	-9.508616418	4.67E-20	3.14E-19	34.45821029
CYP2F1	-2.721853515	-1.318733661	-9.507897839	4.69E-20	3.16E-19	34.45228396
MXD3	1.227181489	2.613307197	9.504309062	4.84E-20	3.25E-19	34.42269121
LIMK1	1.017497921	6.355803974	9.503449746	4.87E-20	3.28E-19	34.41560658
IL18R1	-1.461710131	2.225352227	-9.501802877	4.94E-20	3.32E-19	34.40203029
LHX6	-1.40310683	1.486886248	-9.496132994	5.18E-20	3.47E-19	34.35530275
RNFT2	1.611149305	2.013440439	9.495384643	5.21E-20	3.49E-19	34.34913686
FCRL5	2.354374358	2.833233469	9.488296695	5.53E-20	3.69E-19	34.29075483
GPRC5A	-1.716659682	8.983011121	-9.487633743	5.56E-20	3.71E-19	34.28529587
RACGAP1	1.221113255	4.801197712	9.479859704	5.93E-20	3.95E-19	34.2213029
ANKRD66	-2.684151254	-1.225670068	-9.479841891	5.93E-20	3.95E-19	34.22115631
NOTCH1	-1.025654619	5.747885906	-9.478266127	6.01E-20	4.00E-19	34.20818995
ARHGAP39	1.171720604	3.869438099	9.478024984	6.02E-20	4.01E-19	34.20620582
MRPL15	1.001294992	5.470240451	9.476354877	6.11E-20	4.06E-19	34.19246513
MESP1	1.808928952	1.387792513	9.474430019	6.20E-20	4.12E-19	34.17663072
SBK1	1.993716123	4.207036255	9.473425775	6.26E-20	4.16E-19	34.16837047
CABCOCO1	-2.377380218	0.301728362	-9.471058562	6.38E-20	4.24E-19	34.1489019
SELENBP1	-1.868777168	7.192448019	-9.46953301	6.46E-20	4.29E-19	34.13635726
LCP1	-1.330386052	7.574068092	-9.468888826	6.50E-20	4.31E-19	34.13106058
TMEM212	-2.583088632	-1.724590933	-9.457394613	7.15E-20	4.74E-19	34.03659624
SOX12	1.176764678	4.809128404	9.455390558	7.27E-20	4.81E-19	34.02013474
PDZRN3	-1.334531282	3.201040538	-9.452311857	7.46E-20	4.93E-19	33.99485101
FAM180A	-1.636484825	-0.070483414	-9.450944907	7.54E-20	4.98E-19	33.98362692
PRRG3	-1.610877729	-0.210715076	-9.45078418	7.55E-20	4.99E-19	33.98230727
MELTF	1.981040668	3.632063696	9.44737816	7.77E-20	5.13E-19	33.95434587
DOCK8	-1.240082484	5.530915383	-9.444737758	7.94E-20	5.24E-19	33.93267486
C9orf24	-2.875137447	0.458922282	-9.44319466	8.04E-20	5.30E-19	33.92001202
EFNB2	-1.358161733	5.520574552	-9.441978021	8.13E-20	5.35E-19	33.91002921
BDH1	1.191790644	4.219012851	9.441166691	8.18E-20	5.39E-19	33.90337258
KREMEN2	1.891423707	-0.400874404	9.436760697	8.49E-20	5.58E-19	33.86723062
PUSL1	1.039013685	3.689996174	9.430609245	8.93E-20	5.86E-19	33.81679171
C3orf67	1.587797756	1.393276178	9.429929524	8.98E-20	5.89E-19	33.81121981
TWIST2	-1.50954781	0.938409965	-9.425854609	9.29E-20	6.09E-19	33.77782267
AP1S2	-1.063410635	4.423975058	-9.418755081	9.85E-20	6.46E-19	33.71966196
KCNJ15	-2.37783823	4.935354011	-9.412609402	1.04E-19	6.79E-19	33.66934157
ARHGEF19	1.297913278	4.874229691	9.405688739	1.10E-19	7.18E-19	33.61270479
SLC9A7	1.058275002	4.704409455	9.404900279	1.11E-19	7.22E-19	33.60625422
ID2	-1.113721166	5.334219463	-9.404380049	1.11E-19	7.25E-19	33.60199831
MICU3	-1.277779264	1.545348553	-9.402672517	1.13E-19	7.35E-19	33.58803053
HPGDS	-1.943198104	1.70238245	-9.391990561	1.23E-19	7.99E-19	33.50069376
DIO2	2.18103008	2.761030611	9.391195359	1.24E-19	8.04E-19	33.49419505
COA6	1.030608871	4.380539589	9.390184838	1.25E-19	8.10E-19	33.48593726
DRAM1	-1.446502994	6.917905705	-9.38876747	1.26E-19	8.19E-19	33.4743559
KLF15	-2.039730571	2.42445998	-9.387822727	1.27E-19	8.25E-19	33.46663709
AOX1	-1.879054145	2.728067064	-9.386671483	1.29E-19	8.33E-19	33.45723189
SPRY4	-1.233870428	5.787426603	-9.379252265	1.37E-19	8.84E-19	33.39664042
TTYH1	1.635885299	-0.660027125	9.372025236	1.45E-19	9.37E-19	33.33765273
CSTA	-1.647830538	2.657453289	-9.364793275	1.54E-19	9.93E-19	33.27865857
FAT4	-1.672018402	3.780716231	-9.358970035	1.62E-19	1.04E-18	33.23118055
SYPL2	-1.544267468	-0.274792396	-9.357307403	1.64E-19	1.05E-18	33.21762881
C1orf158	-2.700351556	-1.474784488	-9.353939713	1.68E-19	1.08E-18	33.19018501
GAS7	-1.293746452	4.964064616	-9.347929572	1.77E-19	1.14E-18	33.14122574
FBXO16	1.18177606	1.454971465	9.347648813	1.77E-19	1.14E-18	33.13893922
DEPP1	-1.393454906	6.673192735	-9.342662489	1.85E-19	1.19E-18	33.09833876
VSIG2	-2.785601078	3.589948101	-9.342009021	1.86E-19	1.19E-18	33.09301918
TMCC3	-1.17737875	3.792612982	-9.341391365	1.87E-19	1.20E-18	33.08799138
KPNA7	1.815331029	1.237751636	9.339702874	1.89E-19	1.21E-18	33.07424811
TMEM156	1.945129202	1.863990951	9.334597143	1.98E-19	1.26E-18	33.0327019
KIF20B	1.091696838	3.622003097	9.334480323	1.98E-19	1.26E-18	33.03175151
HSD17B13	-2.363710023	-0.023961513	-9.333665117	1.99E-19	1.27E-18	33.02511967
CX3CR1	-2.010544137	1.787084824	-9.328645913	2.07E-19	1.33E-18	32.98429705
SLA	-1.294690529	4.953021605	-9.32815949	2.08E-19	1.33E-18	32.98034171
PTGIS	-1.690875629	4.388946184	-9.327503203	2.09E-19	1.34E-18	32.97500535
NSMF	1.054694516	5.529031868	9.325270374	2.13E-19	1.36E-18	32.95685203
APLN	-1.815567852	3.219287089	-9.324931448	2.14E-19	1.36E-18	32.95409678
CDKN1C	-1.263156218	3.838610786	-9.322957084	2.17E-19	1.39E-18	32.93804796
BIK	1.581579033	2.327212534	9.322049533	2.19E-19	1.39E-18	32.93067169
JAK3	1.096735385	4.575900526	9.309668264	2.42E-19	1.54E-18	32.83009432
TFRC	-1.279893483	7.104153526	-9.30913101	2.44E-19	1.55E-18	32.82573227
CD37	-1.343503644	4.965263174	-9.302469109	2.57E-19	1.63E-18	32.77165889
NCF1	-1.47112314	2.11912866	-9.292445068	2.79E-19	1.77E-18	32.69035009
EMP3	-1.223485852	5.146157495	-9.291406172	2.82E-19	1.78E-18	32.68192695
RNASEH2A	1.108092552	4.182607358	9.291016515	2.83E-19	1.79E-18	32.67876788
MS4A4A	-1.457862774	4.310523172	-9.281710651	3.05E-19	1.92E-18	32.60335172
BHLHA15	2.033464699	0.642508866	9.279221656	3.11E-19	1.96E-18	32.58319009
GOLGA7B	2.026230622	3.814807712	9.278041354	3.14E-19	1.98E-18	32.57363069
CBX2	1.887720999	3.295077885	9.277747272	3.15E-19	1.98E-18	32.57124903
MAP7D2	2.538790284	1.942207665	9.275890937	3.20E-19	2.01E-18	32.55621655
CNR1	-2.160074213	1.862085887	-9.275317697	3.21E-19	2.02E-18	32.55157495
TPSB2	-2.368221012	3.498777085	-9.273750069	3.26E-19	2.04E-18	32.53888274
ETS2	-1.079905567	7.392798748	-9.270903741	3.33E-19	2.09E-18	32.51584171
AJM1	1.292766376	1.996128269	9.268002061	3.41E-19	2.14E-18	32.49235805
FGD4	-1.023599874	4.737763696	-9.260373197	3.63E-19	2.27E-18	32.43064292
EGLN3	2.160245814	4.894064386	9.259246536	3.67E-19	2.29E-18	32.42153181
CDK5R1	1.299793234	2.210631823	9.256882181	3.74E-19	2.33E-18	32.40241437
HMGCS1	-1.07290096	5.899292906	-9.253466839	3.84E-19	2.40E-18	32.37480542
SIGLEC6	-1.839262678	-0.312508596	-9.251953932	3.89E-19	2.43E-18	32.36257782
SRPK3	2.242113176	1.461395901	9.251849268	3.90E-19	2.43E-18	32.36173196
CCDC13	-1.413996348	-0.090886176	-9.246568025	4.07E-19	2.54E-18	32.31906004
ADARB2	-1.957000241	-0.637861855	-9.245739725	4.10E-19	2.55E-18	32.31236911
DTX2	1.09319179	5.122600045	9.238934566	4.33E-19	2.69E-18	32.25741469
AKR7A3	2.894031806	1.14731708	9.238321475	4.35E-19	2.70E-18	32.25246522
PRAME	4.378925714	0.904116164	9.237200481	4.39E-19	2.73E-18	32.2434161
CITED2	-1.264473553	6.744720003	-9.233237171	4.54E-19	2.81E-18	32.21142923
ACSL4	-1.142517598	6.547203915	-9.228504429	4.72E-19	2.92E-18	32.17324594
FMO3	-1.502919698	3.180361142	-9.227479032	4.75E-19	2.94E-18	32.16497506
MPDZ	-1.098809705	4.369387538	-9.225725258	4.82E-19	2.98E-18	32.1508307
DNAH9	-3.297519767	0.57349739	-9.223998272	4.89E-19	3.02E-18	32.13690435
RAB5IF	1.03057351	4.825637718	9.222317889	4.96E-19	3.06E-18	32.12335568
LRRC49	-1.181871409	1.859832381	-9.220697092	5.03E-19	3.10E-18	32.11028919
P2RX1	-1.441301019	1.725429094	-9.219957685	5.06E-19	3.12E-18	32.10432884
LAPTM4B	1.217336593	8.039865507	9.219035508	5.09E-19	3.14E-18	32.09689568
SLC29A4	2.199785161	3.633063014	9.218846595	5.10E-19	3.15E-18	32.09537303
GPR65	-1.325481372	2.588158749	-9.217176086	5.17E-19	3.19E-18	32.08190961
TTLL10	-2.14741006	-0.415054706	-9.215716922	5.23E-19	3.23E-18	32.07015101
CYBB	-1.63039912	6.560426574	-9.214379639	5.29E-19	3.26E-18	32.05937581
FAAP24	1.02260876	2.067806389	9.213045965	5.35E-19	3.29E-18	32.04863086
CMTM1	1.006164114	0.166639645	9.210878334	5.44E-19	3.35E-18	32.0311695
GSAP	-1.068727649	5.080035803	-9.20828491	5.56E-19	3.42E-18	32.01028221
SEC14L4	-2.201028701	1.511319486	-9.205587626	5.68E-19	3.49E-18	31.98856312
SELE	-2.074075095	0.924269552	-9.196738926	6.11E-19	3.74E-18	31.9173451
TMTC1	-1.768140744	3.326908556	-9.195293472	6.18E-19	3.78E-18	31.90571637
ABCA10	-1.649473768	0.243108762	-9.191809071	6.36E-19	3.89E-18	31.87768988
S100A4	-1.674839267	7.038183523	-9.184417145	6.76E-19	4.13E-18	31.81825998
PRKN	-1.424019233	0.602612062	-9.183043994	6.83E-19	4.17E-18	31.80722402
SIGLEC1	-1.621312981	4.699489868	-9.180643695	6.97E-19	4.25E-18	31.78793589
EPOP	1.291625986	2.545594764	9.179136025	7.05E-19	4.30E-18	31.77582262
MZT2A	1.03576856	4.468659413	9.177978817	7.12E-19	4.34E-18	31.76652613
SYDE1	-1.038617253	3.552928084	-9.174260503	7.34E-19	4.47E-18	31.73666081
FAM216B	-3.207923999	0.792731371	-9.170194218	7.58E-19	4.62E-18	31.70401103
RCOR2	2.006200454	1.31055152	9.168091384	7.71E-19	4.70E-18	31.68713082
HLF	-2.411494417	3.588157275	-9.166884526	7.79E-19	4.74E-18	31.67744426
TTC39C	1.195416556	4.6287223	9.164871399	7.92E-19	4.81E-18	31.6612885
PRF1	-1.565235124	3.693536298	-9.163243547	8.02E-19	4.87E-18	31.6482266
SMPDL3B	1.537072192	5.490002232	9.160936254	8.18E-19	4.96E-18	31.62971585
CDH3	2.281053387	5.874961323	9.153225156	8.70E-19	5.28E-18	31.56787741
EPHB6	-1.738241385	2.209551784	-9.152111838	8.78E-19	5.32E-18	31.5589525
MRGPRF	-1.414505875	2.354819151	-9.151835308	8.80E-19	5.33E-18	31.55673582
CPEB1	-1.56310522	-0.281410986	-9.147938969	9.09E-19	5.50E-18	31.52550797
EFNB1	-1.27722114	4.779101573	-9.143571354	9.41E-19	5.70E-18	31.49051491
ATP2A1	1.421790407	0.1604266	9.137093553	9.92E-19	5.99E-18	31.43863836
AMOTL2	-1.007732071	6.060460359	-9.135826633	1.00E-18	6.05E-18	31.42849565
APOC1	-1.749378606	6.226259311	-9.131194831	1.04E-18	6.27E-18	31.39142339
ADGRD1	-2.110719413	4.590229323	-9.130286792	1.05E-18	6.32E-18	31.38415725
MCTS2P	1.121215701	-0.180092391	9.129856782	1.05E-18	6.34E-18	31.38071649
SLC16A6	-1.347590288	1.825659834	-9.124963797	1.09E-18	6.59E-18	31.34157349
LIPM	1.871882702	-0.26830048	9.122938827	1.11E-18	6.69E-18	31.32537873
ALDH1A2	-2.297639378	2.162416664	-9.12263908	1.12E-18	6.71E-18	31.32298172
PPP1R16B	-1.396683081	3.882973547	-9.119340567	1.15E-18	6.88E-18	31.29660822
MCM7	1.035723278	6.650603854	9.118497496	1.15E-18	6.92E-18	31.28986854
C19orf38	-1.22286314	1.342733688	-9.1161851	1.18E-18	7.05E-18	31.27138518
TLE4	-1.075529371	4.087885634	-9.11402398	1.20E-18	7.17E-18	31.2541142
IER5L	1.441617465	3.424348149	9.113180285	1.20E-18	7.21E-18	31.2473725
SRD5A3	1.30969255	5.904599613	9.108567017	1.25E-18	7.48E-18	31.21051766
EEF1A2	3.94544935	2.988539121	9.09818479	1.36E-18	8.12E-18	31.12762686
H2BC15	1.424180087	1.095213651	9.096214179	1.38E-18	8.24E-18	31.11190173
PCDHB4	-1.195623978	1.186650528	-9.094869181	1.40E-18	8.33E-18	31.10117036
ALDH1A1	-2.020739816	6.114709163	-9.086339814	1.50E-18	8.90E-18	31.03314484
NDN	-1.265621769	3.89135575	-9.079256123	1.58E-18	9.42E-18	30.97668593
FAM184A	-1.796418386	3.173303313	-9.076108932	1.63E-18	9.65E-18	30.95161266
BEX4	-1.214084455	4.622490145	-9.069727038	1.71E-18	1.02E-17	30.90078913
SRPX2	1.757846683	4.099749595	9.066815504	1.75E-18	1.04E-17	30.87761151
EFCAB1	-2.795464766	0.561513426	-9.066685066	1.75E-18	1.04E-17	30.87657328
JSRP1	2.120783076	1.279358812	9.06574591	1.77E-18	1.05E-17	30.8690983
CASZ1	-1.152486377	4.093180739	-9.063308154	1.80E-18	1.07E-17	30.84969831
TRMT9B	-1.695093978	1.320054726	-9.062169924	1.82E-18	1.08E-17	30.84064148
CFAP77	-2.562772254	-0.765594129	-9.06210662	1.82E-18	1.08E-17	30.8401378
CNGA4	-2.114298016	-1.056752395	-9.061486161	1.83E-18	1.08E-17	30.83520124
JUN	-1.117603139	7.628548153	-9.061172159	1.83E-18	1.08E-17	30.83270303
TPK1	-1.15023166	2.390802309	-9.058758199	1.87E-18	1.10E-17	30.81349975
GNG7	-1.357548064	2.886625674	-9.055298882	1.92E-18	1.14E-17	30.78598729
NAALADL1	-1.045809057	1.650602088	-9.050559912	2.00E-18	1.18E-17	30.74831051
SNX30	-1.322229103	6.025196542	-9.050166786	2.00E-18	1.18E-17	30.74518567
UST	-1.535518051	3.005136361	-9.041978043	2.14E-18	1.26E-17	30.68011913
DUSP8	-1.209732427	3.774373739	-9.034528241	2.27E-18	1.34E-17	30.6209629
PPP1R35	1.095977269	3.926444052	9.034028683	2.28E-18	1.34E-17	30.61699742
COCH	2.390421861	1.259779642	9.026058988	2.43E-18	1.43E-17	30.55375652
SYNE1	-1.419359647	6.468733699	-9.025655011	2.44E-18	1.43E-17	30.55055203
DPT	-1.839453426	4.098563255	-9.021651337	2.52E-18	1.48E-17	30.51879925
MAP1LC3C	-2.043571731	0.535802926	-9.017725612	2.60E-18	1.53E-17	30.48767508
EGR3	-1.655286906	2.770786825	-9.016035787	2.64E-18	1.55E-17	30.47428087
ALDOA	1.037826554	10.18029484	9.0106056	2.75E-18	1.61E-17	30.43125201
SLC12A8	1.094940547	4.33085458	9.00613363	2.85E-18	1.67E-17	30.39583086
APOL4	-1.362156334	3.761551875	-9.005044615	2.88E-18	1.68E-17	30.38720712
FOS	-1.70510458	7.920515553	-9.003609846	2.91E-18	1.70E-17	30.37584662
EBF1	-1.153331879	2.195424266	-9.000455979	2.99E-18	1.74E-17	30.35087913
SRGN	-1.332088683	7.033828203	-8.996288364	3.09E-18	1.80E-17	30.31789653
SEMA3D	-1.850691479	1.414249527	-8.99514004	3.12E-18	1.82E-17	30.30881071
YDJC	1.079210698	4.227324083	8.987562758	3.31E-18	1.93E-17	30.24887954
FAM155B	2.296123512	0.485895033	8.987341391	3.32E-18	1.93E-17	30.24712925
VPREB3	1.888785476	-0.03379819	8.986597815	3.34E-18	1.94E-17	30.24125024
MMP9	2.105579	5.344884009	8.984306644	3.40E-18	1.97E-17	30.22313768
SGMS2	-1.202408383	6.090658898	-8.980146212	3.51E-18	2.04E-17	30.19025689
COL7A1	2.223586057	3.404865084	8.978892693	3.55E-18	2.06E-17	30.18035233
RGS5	-1.243225185	6.379735414	-8.977492781	3.59E-18	2.08E-17	30.1692923
PGLYRP4	2.521474919	-0.511011818	8.976967824	3.60E-18	2.09E-17	30.16514521
NAALAD2	-1.17144231	0.384759382	-8.975463033	3.65E-18	2.11E-17	30.15325858
TLL2	1.705005552	-0.621775828	8.96764986	3.88E-18	2.25E-17	30.09156524
BNIP5	2.573957661	-1.032933885	8.966962251	3.91E-18	2.26E-17	30.08613779
PODNL1	1.994675949	2.896783177	8.962821117	4.04E-18	2.33E-17	30.05345763
CYB5A	-1.35847696	7.166173668	-8.961509213	4.08E-18	2.36E-17	30.04310701
RNF207	1.388773739	3.293953121	8.960622448	4.11E-18	2.37E-17	30.03611129
CERCAM	1.258840156	5.484938885	8.954766544	4.31E-18	2.48E-17	29.98992712
APCDD1L	2.449406012	-0.42910828	8.945610921	4.63E-18	2.67E-17	29.91776497
OTUB2	1.030710404	1.764182321	8.943213373	4.72E-18	2.72E-17	29.89887744
MESP2	1.942124208	-0.628337441	8.940448908	4.83E-18	2.78E-17	29.8771042
TSPAN32	-1.443748779	0.732997472	-8.935626358	5.02E-18	2.89E-17	29.83913353
SAMD5	-1.774662518	2.387987034	-8.932512505	5.14E-18	2.96E-17	29.81462471
VSIG10	-1.120992428	4.65560858	-8.93009254	5.24E-18	3.01E-17	29.79558192
ANKRD61	1.286879047	-0.527668218	8.925344865	5.44E-18	3.12E-17	29.75823374
TESMIN	1.963263684	1.433543041	8.924816334	5.47E-18	3.14E-17	29.75407692
RCSD1	-1.15243447	4.195017957	-8.918619445	5.74E-18	3.29E-17	29.70535334
PLBD1	-1.449640056	5.221966566	-8.911143987	6.10E-18	3.49E-17	29.64661133
ADA2	-1.221607939	6.38700832	-8.904125847	6.45E-18	3.69E-17	29.59149717
MAPK10	-1.714058414	2.315402321	-8.903622077	6.47E-18	3.70E-17	29.58754229
LILRA2	-1.810220933	1.675100744	-8.899673424	6.68E-18	3.82E-17	29.55654907
SLC2A3	-1.443257073	5.703851939	-8.89631917	6.86E-18	3.92E-17	29.53022959
HEYL	-1.04507215	4.269144678	-8.895348055	6.91E-18	3.95E-17	29.52261105
CTSS	-1.070171795	8.001254665	-8.889414577	7.25E-18	4.14E-17	29.47607591
C2orf15	1.02861477	1.905509787	8.888081852	7.32E-18	4.18E-17	29.46562687
LRRC25	-1.277381364	3.193226299	-8.88331029	7.61E-18	4.33E-17	29.42822595
PER1	-1.40021691	6.497885259	-8.880624351	7.77E-18	4.42E-17	29.40717953
GNB3	1.392417048	-0.041592754	8.878511587	7.90E-18	4.50E-17	29.3906278
TBXA2R	-1.045352588	1.405210929	-8.878066012	7.93E-18	4.51E-17	29.38713749
ZC3H12C	-1.104265634	3.859955626	-8.875185859	8.11E-18	4.61E-17	29.36457964
CASP1	-1.134686835	4.582004712	-8.874764822	8.14E-18	4.62E-17	29.36128248
DNAI2	-2.670000652	-0.536771526	-8.870163338	8.44E-18	4.79E-17	29.32525583
LAIR1	-1.285235552	5.148276243	-8.86363779	8.89E-18	5.04E-17	29.27418955
MMP28	-2.610200146	3.629099309	-8.863477437	8.90E-18	5.04E-17	29.27293506
CAMK2N1	-1.65129271	4.79422568	-8.860518402	9.12E-18	5.16E-17	29.24978867
HHIPL2	3.319978825	0.539999478	8.856754833	9.39E-18	5.31E-17	29.22035756
AK4	2.022761286	3.903660194	8.851159199	9.82E-18	5.55E-17	29.17661744
TEKT1	-3.132169402	0.29136652	-8.84449946	1.03E-17	5.84E-17	29.12458702
SLCO4C1	-2.15729923	3.4198746	-8.843089373	1.05E-17	5.90E-17	29.11357433
CNTN4	-1.61223889	1.402282433	-8.839666119	1.08E-17	6.06E-17	29.0868445
MAGI3	-1.140967612	5.399608371	-8.839138789	1.08E-17	6.08E-17	29.08272766
CABLES1	-1.291257615	4.904710133	-8.83877343	1.08E-17	6.10E-17	29.07987542
C6	-2.744620113	0.452833779	-8.8361427	1.11E-17	6.22E-17	29.05934086
CYP51A1	-1.049601426	2.549923397	-8.834663612	1.12E-17	6.29E-17	29.04779769
HEY2	-1.219184779	0.975589022	-8.827580614	1.18E-17	6.64E-17	28.99254074
ADGB	-2.388848018	-1.456638635	-8.823024871	1.23E-17	6.88E-17	28.95701778
PCSK5	-1.303503751	3.445472821	-8.817182661	1.28E-17	7.20E-17	28.91148435
ZBTB12	1.078516169	2.460061823	8.81583287	1.30E-17	7.27E-17	28.90096755
TMEM243	-1.016103934	4.856303763	-8.814812241	1.31E-17	7.32E-17	28.89301622
GCNT4	-1.670034347	1.458405638	-8.808432319	1.38E-17	7.69E-17	28.8433287
FAM83H	1.032076628	6.8080987	8.807632079	1.38E-17	7.74E-17	28.8370983
AFF2	-2.059166493	0.469362627	-8.806408958	1.40E-17	7.81E-17	28.82757633
HAS1	-2.113663078	-1.080666837	-8.801798173	1.45E-17	8.09E-17	28.79169061
TENM4	1.494572321	3.493782174	8.795010407	1.53E-17	8.52E-17	28.73888778
SLCO3A1	-1.111213924	5.0335201	-8.794794286	1.53E-17	8.53E-17	28.73720706
DOK6	-1.621289497	1.692791945	-8.793714698	1.55E-17	8.60E-17	28.72881187
ECEL1	2.579188554	-0.18413777	8.792589936	1.56E-17	8.67E-17	28.72006624
HCAR3	-1.722025323	-0.580220029	-8.791858096	1.57E-17	8.72E-17	28.71437625
COMP	2.650400422	3.920634874	8.790770641	1.58E-17	8.79E-17	28.70592206
DYNLRB2	-2.155952097	-0.476819255	-8.780584458	1.71E-17	9.50E-17	28.62677081
NKD2	-1.49968064	3.139702639	-8.779104958	1.73E-17	9.61E-17	28.61528031
C11orf86	2.815009045	-1.291668178	8.77773583	1.75E-17	9.71E-17	28.60464833
AKAP12	-1.811558092	4.99539411	-8.770741784	1.85E-17	1.02E-16	28.55035597
DCHS1	-1.111625133	4.573198973	-8.770065575	1.86E-17	1.03E-16	28.54510856
ALPL	-2.390323333	5.849877689	-8.765549459	1.93E-17	1.07E-16	28.51007132
GPRASP1	-1.143037133	2.493945427	-8.764453427	1.95E-17	1.07E-16	28.50157011
SCEL	-2.173911024	5.269116876	-8.759117442	2.03E-17	1.12E-16	28.46019404
